Class,Number of Occurrence,Number of Refactorings,Refactoring ID,Refactoring Type,Commit
com.facebook.presto.tests.TestMinWorkerRequirement,2,1,presto_8943,Rename Method,c00367d23c913427f34db14bba83b8ff1383dc2c
com.facebook.presto.sql.gen.TestVarArgsToArrayAdapterGenerator.TestVarArgsSum,5,3,presto_281,Change Return Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.sql.gen.TestVarArgsToArrayAdapterGenerator.TestVarArgsSum,5,3,presto_8255,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.sql.gen.TestVarArgsToArrayAdapterGenerator.TestVarArgsSum,5,3,presto_8256,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.RowToJsonCast,5,3,presto_8090,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.RowToJsonCast,5,3,presto_239,Change Return Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.operator.scalar.RowToJsonCast,5,3,presto_8089,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.sql.planner.EffectivePredicateExtractor.Visitor,16,8,presto_4392,Change Variable Type,62a13fe40513d9b28512e584d44b4128ee2d8f49
com.facebook.presto.sql.planner.EffectivePredicateExtractor.Visitor,16,8,presto_2994,Rename Method,96592bc9002a0792dbad0aadb936e913fe6d292d
com.facebook.presto.sql.planner.EffectivePredicateExtractor.Visitor,16,8,presto_6562,Change Attribute Type,7b7520b9add4979afcbaa8a5a0630f0a94f58539
com.facebook.presto.sql.planner.EffectivePredicateExtractor.Visitor,16,8,presto_2991,Change Parameter Type,96592bc9002a0792dbad0aadb936e913fe6d292d
com.facebook.presto.sql.planner.EffectivePredicateExtractor.Visitor,16,8,presto_2995,Change Variable Type,96592bc9002a0792dbad0aadb936e913fe6d292d
com.facebook.presto.sql.planner.EffectivePredicateExtractor.Visitor,16,8,presto_2992,Rename Parameter,96592bc9002a0792dbad0aadb936e913fe6d292d
com.facebook.presto.sql.planner.EffectivePredicateExtractor.Visitor,16,8,presto_2993,Change Parameter Type,96592bc9002a0792dbad0aadb936e913fe6d292d
com.facebook.presto.sql.planner.EffectivePredicateExtractor.Visitor,16,8,presto_6563,Change Parameter Type,7b7520b9add4979afcbaa8a5a0630f0a94f58539
com.facebook.presto.metadata.PolymorphicScalarFunction.PolymorphicScalarFunctionChoice,1,1,presto_8837,Extract Class,c26a6619da02f79e3fba00ab651ff81201eaa4c7
com.facebook.presto.operator.TableFinishInfo,9,5,presto_568,Rename Attribute,7f3633ab10ef3a8bb14b1b4a7d579ac6b407a90b
com.facebook.presto.operator.TableFinishInfo,9,5,presto_566,Change Parameter Type,7f3633ab10ef3a8bb14b1b4a7d579ac6b407a90b
com.facebook.presto.operator.TableFinishInfo,9,5,presto_567,Extract Variable,7f3633ab10ef3a8bb14b1b4a7d579ac6b407a90b
com.facebook.presto.operator.TableFinishInfo,9,5,presto_565,Rename Parameter,7f3633ab10ef3a8bb14b1b4a7d579ac6b407a90b
com.facebook.presto.operator.TableFinishInfo,9,5,presto_555,Rename Method,c58ee02d9f4224359f1561c1a6ab8f94539f203b
com.facebook.presto.verifier.framework.PrestoActionFactory,1,1,presto_1061,Move Class,a7d3f65297cc60888c680f698a9b4ba700067272
com.facebook.presto.orc.reader.DecimalBatchStreamReader,1,1,presto_2243,Rename Class,c4d37b7f8fa7021b05a1f5ea816d6b15523428df
te localFileSystem : RawLocalFileSystem from class com.facebook.presto.raptor.storage.LocalOrcDataEnvironment,2,2,presto_1358,Move Attribute,89f091e1a3e49c73b5737a30d780206a638831fe
te localFileSystem : RawLocalFileSystem from class com.facebook.presto.raptor.storage.LocalOrcDataEnvironment,2,2,presto_1356,Move Attribute,89f091e1a3e49c73b5737a30d780206a638831fe
com.facebook.presto.sql.planner.iterative.rule.PushRemoteExchangeThroughAssignUniqueId,3,2,presto_4556,Change Return Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.iterative.rule.PushRemoteExchangeThroughAssignUniqueId,3,2,presto_4557,Rename Method,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.gen.PageFunctionCompiler,5,3,presto_283,Change Attribute Type,b0645420b27f47dbc7feb67186621a9cc712cba5
com.facebook.presto.sql.gen.PageFunctionCompiler,5,3,presto_284,Change Attribute Type,b0645420b27f47dbc7feb67186621a9cc712cba5
com.facebook.presto.sql.gen.PageFunctionCompiler,5,3,presto_987,Move Method,b3614e82df843b1d4b7cf12a288f15cda4d9161d
com.facebook.presto.testing.TestingTaskContext.Builder,2,1,presto_8313,Change Variable Type,b62e4bbbe1f909b2817419c7f56e6fe1a2aea3aa
com.facebook.presto.execution.RemoteTaskFactory,2,1,presto_6486,Change Parameter Type,869decbc286070bb308de01b8239851c26113e47
com.facebook.presto.expressions.RowExpressionTreeRewriter,1,1,presto_561,Move Class,bd8c5ce9ceed2bc3290e6ccaa714bc75ed71f160
com.facebook.presto.sql.planner.plan.LateralJoinNode,15,8,presto_4359,Change Attribute Type,266c529fd31263026bfc0a0e90f52184c4934a1e
com.facebook.presto.sql.planner.plan.LateralJoinNode,15,8,presto_6181,Rename Attribute,5f72687a4b09abc30648985e5cd5a4db0735bcc5
com.facebook.presto.sql.planner.plan.LateralJoinNode,15,8,presto_6182,Change Attribute Type,5f72687a4b09abc30648985e5cd5a4db0735bcc5
com.facebook.presto.sql.planner.plan.LateralJoinNode,15,8,presto_4360,Change Parameter Type,266c529fd31263026bfc0a0e90f52184c4934a1e
com.facebook.presto.sql.planner.plan.LateralJoinNode,15,8,presto_4358,Change Return Type,266c529fd31263026bfc0a0e90f52184c4934a1e
com.facebook.presto.sql.planner.plan.LateralJoinNode,15,8,presto_5841,Change Parameter Type,7bd6ecac2f513f819c6ff88a3cffd79f2b92470b
com.facebook.presto.sql.planner.plan.LateralJoinNode,15,8,presto_6179,Rename Parameter,5f72687a4b09abc30648985e5cd5a4db0735bcc5
com.facebook.presto.sql.planner.plan.LateralJoinNode,15,8,presto_6180,Change Parameter Type,5f72687a4b09abc30648985e5cd5a4db0735bcc5
com.facebook.presto.benchmark.MemoryLocalQueryRunner,2,1,presto_8309,Change Variable Type,b62e4bbbe1f909b2817419c7f56e6fe1a2aea3aa
com.facebook.presto.operator.project.PageProcessor,2,1,presto_8664,Rename Method,f73f8f0b151fab70641cb18de99e64303edba8f0
com.facebook.presto.sql.planner.optimizations.PropertyDerivations,7,4,presto_2592,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.optimizations.PropertyDerivations,7,4,presto_4663,Change Return Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.PropertyDerivations,7,4,presto_4665,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.PropertyDerivations,7,4,presto_4664,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.spi.plan.LimitNode,7,4,presto_1566,Move Class,87d17838602f6c28db040d8bdbddac01dba44f38
com.facebook.presto.spi.plan.LimitNode,7,4,presto_1576,Rename Parameter,87d17838602f6c28db040d8bdbddac01dba44f38
com.facebook.presto.spi.plan.LimitNode,7,4,presto_1577,Change Parameter Type,87d17838602f6c28db040d8bdbddac01dba44f38
com.facebook.presto.spi.plan.LimitNode,7,4,presto_1578,Change Parameter Type,87d17838602f6c28db040d8bdbddac01dba44f38
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_1268,Change Parameter Type,9622d26a8cd1b83a21bcc43bc5c5fe75efc61ab6
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_126,Change Return Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_1266,Change Attribute Type,9622d26a8cd1b83a21bcc43bc5c5fe75efc61ab6
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_129,Change Parameter Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_130,Change Parameter Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_1265,Change Return Type,9622d26a8cd1b83a21bcc43bc5c5fe75efc61ab6
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_6205,Move Class,89d5f1a98547463aa5d66fe51941a493528b00fb
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_128,Change Parameter Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_1267,Change Parameter Type,9622d26a8cd1b83a21bcc43bc5c5fe75efc61ab6
com.facebook.presto.spi.function.FunctionMetadata,17,10,presto_127,Change Attribute Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_6703,Rename Variable,321cd796968d9b1ba0877436f400bc13fe8a5ced
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5584,Change Parameter Type,887094f3c317cbeb9944523f4dc827f389f8a72e
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5245,Rename Variable,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_6067,Change Variable Type,becb3d9df73cbb9ab218f7e6df3b71d26ab270d6
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5244,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5247,Rename Variable,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_6702,Change Variable Type,321cd796968d9b1ba0877436f400bc13fe8a5ced
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5242,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5582,Change Parameter Type,887094f3c317cbeb9944523f4dc827f389f8a72e
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5139,Inline Variable,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5246,Rename Variable,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_4049,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_6700,Change Parameter Type,321cd796968d9b1ba0877436f400bc13fe8a5ced
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_2460,Change Variable Type,122bdb733b02825c387f9b2a842c9d661cc179fd
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_6699,Rename Parameter,321cd796968d9b1ba0877436f400bc13fe8a5ced
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5136,Change Parameter Type,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5140,Change Variable Type,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5248,Merge Variable,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5137,Change Parameter Type,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_6701,Rename Method,321cd796968d9b1ba0877436f400bc13fe8a5ced
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5585,Change Variable Type,887094f3c317cbeb9944523f4dc827f389f8a72e
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_2507,Extract Variable,ee7b43e539d5b3a557c0b12613cc3a5983b98abe
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_2506,Extract Variable,ee7b43e539d5b3a557c0b12613cc3a5983b98abe
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5138,Change Variable Type,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_517,Inline Variable,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5583,Rename Parameter,887094f3c317cbeb9944523f4dc827f389f8a72e
com.facebook.presto.sql.planner.sanity.TypeValidator.Visitor,50,27,presto_5243,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.planPrinter.PlanNodeStatsSummarizer,6,3,presto_8373,Rename Method,55a4f8683f407156fabddae2a019d27424e61c04
com.facebook.presto.sql.planner.planPrinter.PlanNodeStatsSummarizer,6,3,presto_8371,Rename Parameter,55a4f8683f407156fabddae2a019d27424e61c04
com.facebook.presto.sql.planner.planPrinter.PlanNodeStatsSummarizer,6,3,presto_8372,Change Parameter Type,55a4f8683f407156fabddae2a019d27424e61c04
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4590,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4599,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4586,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4592,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4601,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4594,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_1096,Rename Method,9ff9081c243e243648bc336204ae52a8cae8e0fa
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4595,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4593,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_8868,Rename Method,57c70aee95fe6c00666f13ba5dc2f930fae87d84
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4587,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_8293,Change Parameter Type,b0a77347db7c02340c384f2a05d6aa7eaa3cb6cd
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4598,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4588,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4591,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_8498,Change Parameter Type,801347e3c6409c649370a3b55951ef7a73c4f04c
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4585,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4597,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4589,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4596,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4600,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_8867,Rename Method,57c70aee95fe6c00666f13ba5dc2f930fae87d84
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_1095,Change Parameter Type,9ff9081c243e243648bc336204ae52a8cae8e0fa
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_4602,Change Parameter Type,c94abe10762d1595013bbfeebf114c492e6cd182
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_8307,Change Parameter Type,13e3ce1a8280658d963bd03c9ccf6c7fd0ddbd55
com.facebook.presto.sql.planner.optimizations.ActualProperties.Global,52,26,presto_6843,Change Parameter Type,0768af52e870a2bf1aeb00e156da4b7023177713
com.facebook.presto.spi.connector.classloader.ClassLoaderSafeConnectorPageSourceProvider,4,2,presto_1424,Rename Parameter,3c516912f87dc9c047c7d4a16f8f103535d07a31
com.facebook.presto.spi.connector.classloader.ClassLoaderSafeConnectorPageSourceProvider,4,2,presto_1425,Change Parameter Type,3c516912f87dc9c047c7d4a16f8f103535d07a31
com.facebook.presto.sql.planner.iterative.rule.PruneJoinColumns,6,3,presto_3053,Change Parameter Type,1c8010defcb20a532469a322c8ed1c38907e33ce
com.facebook.presto.sql.planner.iterative.rule.PruneJoinColumns,6,3,presto_1806,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.iterative.rule.PruneJoinColumns,6,3,presto_1807,Change Parameter Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.plan.LimitNode,3,2,presto_1566,Move Class,87d17838602f6c28db040d8bdbddac01dba44f38
com.facebook.presto.sql.planner.plan.LimitNode,3,2,presto_5842,Change Parameter Type,7bd6ecac2f513f819c6ff88a3cffd79f2b92470b
com.facebook.presto.operator.TestAnnotationEngineForAggregates,16,8,presto_8240,Rename Variable,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.TestAnnotationEngineForAggregates,16,8,presto_8239,Change Variable Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.TestAnnotationEngineForAggregates,16,8,presto_8236,Rename Variable,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.TestAnnotationEngineForAggregates,16,8,presto_8238,Rename Variable,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.TestAnnotationEngineForAggregates,16,8,presto_8237,Change Variable Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.TestAnnotationEngineForAggregates,16,8,presto_8233,Change Variable Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.TestAnnotationEngineForAggregates,16,8,presto_8234,Rename Variable,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.TestAnnotationEngineForAggregates,16,8,presto_8235,Change Variable Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.execution.resourceGroups.InternalResourceGroupManager,2,1,presto_8971,Change Parameter Type,d367ac57bc9f021bd4015838e9ef7a0e00ac2517
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6361,Change Parameter Type,869decbc286070bb308de01b8239851c26113e47
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6045,Rename Parameter,8a5674eccac65b0019815ba92c1759a4fe85f6c6
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6823,Rename Attribute,a56100fd7b18b84ce31d86925302f34f49ae4e52
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6822,Rename Variable,a56100fd7b18b84ce31d86925302f34f49ae4e52
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6360,Change Attribute Type,869decbc286070bb308de01b8239851c26113e47
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_5620,Rename Variable,cf8e9a47c3c702b97b1fe454bc63663cf3b7fe96
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6362,Change Variable Type,869decbc286070bb308de01b8239851c26113e47
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6821,Rename Method,a56100fd7b18b84ce31d86925302f34f49ae4e52
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6046,Rename Attribute,8a5674eccac65b0019815ba92c1759a4fe85f6c6
com.facebook.presto.execution.scheduler.group.DynamicLifespanScheduler,20,10,presto_6820,Rename Parameter,a56100fd7b18b84ce31d86925302f34f49ae4e52
com.facebook.presto.plugin.jdbc.TestJdbcClient,2,1,presto_7258,Rename Method,3fce12e0248662bc10d0a21c55615ea963adafa8
com.facebook.presto.hive.metastore.Table,5,3,presto_6897,Change Return Type,e51748324442677298b480954fa63f2828eb1fe9
com.facebook.presto.hive.metastore.Table,5,3,presto_6898,Change Attribute Type,e51748324442677298b480954fa63f2828eb1fe9
com.facebook.presto.hive.metastore.Table,5,3,presto_6899,Change Parameter Type,e51748324442677298b480954fa63f2828eb1fe9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3697,Rename Attribute,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3927,Rename Variable,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3692,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3930,Rename Variable,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3693,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3926,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3696,Rename Variable,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_1785,Change Attribute Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3694,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3691,Change Parameter Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3690,Rename Parameter,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_1783,Change Parameter Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3698,Change Attribute Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3695,Rename Variable,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3928,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_3929,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_1784,Rename Attribute,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.SubqueryPlanner,36,18,presto_1782,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.execution.scheduler.ExecutionWriterTarget.CreateHandle,1,1,presto_419,Move Class,928a23437a4e4cdece2bf3e6cebf7814767ba7fe
com.facebook.presto.operator.scalar.MapConcatFunction,5,3,presto_8035,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.MapConcatFunction,5,3,presto_210,Change Return Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.operator.scalar.MapConcatFunction,5,3,presto_8036,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.hive.metastore.RecordingHiveMetastore,10,5,presto_7550,Rename Attribute,837caf33412d41729f0eb9650c8ce9493a7b3a9b
com.facebook.presto.hive.metastore.RecordingHiveMetastore,10,5,presto_7846,Rename Method,0e03eff44cc92dc8019f4aa3f6584b0734618191
com.facebook.presto.hive.metastore.RecordingHiveMetastore,10,5,presto_7847,Rename Attribute,0e03eff44cc92dc8019f4aa3f6584b0734618191
com.facebook.presto.hive.metastore.RecordingHiveMetastore,10,5,presto_7819,Change Parameter Type,dbee88758b1eeafba957268da615d30f53e65ad7
com.facebook.presto.hive.metastore.RecordingHiveMetastore,10,5,presto_7818,Change Parameter Type,dbee88758b1eeafba957268da615d30f53e65ad7
"te partitioningProviders : ConcurrentMap<ConnectorId,ConnectorNodePartitioningProvider> from class com.facebook.presto.sql.planner.PartitioningProviderManager",1,1,presto_1142,Move Attribute,85efb9356acec97a7fae3bc8c8f67e91c351ef6d
com.facebook.presto.sql.planner.iterative.rule.PruneAggregationColumns,6,3,presto_1799,Change Parameter Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.iterative.rule.PruneAggregationColumns,6,3,presto_3045,Change Parameter Type,1c8010defcb20a532469a322c8ed1c38907e33ce
com.facebook.presto.sql.planner.iterative.rule.PruneAggregationColumns,6,3,presto_1798,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.relational.CallExpression,9,5,presto_6960,Rename Parameter,c9968cbce4d243b0b90ec924946593ebd1f2261e
com.facebook.presto.sql.relational.CallExpression,9,5,presto_6962,Rename Attribute,c9968cbce4d243b0b90ec924946593ebd1f2261e
com.facebook.presto.sql.relational.CallExpression,9,5,presto_6961,Change Parameter Type,c9968cbce4d243b0b90ec924946593ebd1f2261e
com.facebook.presto.sql.relational.CallExpression,9,5,presto_6963,Change Attribute Type,c9968cbce4d243b0b90ec924946593ebd1f2261e
com.facebook.presto.sql.relational.CallExpression,9,5,presto_6929,Move Class,bafc4c8d4473c954db2b86196c99e26f29dda40a
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5221,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_516,Change Variable Type,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5220,Rename Variable,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5225,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_514,Rename Parameter,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5218,Rename Variable,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
