Class,Number of Refactorings,Refactoring ID,Refactoring Type,Commit
com.facebook.presto.orc.BenchmarkStreamReaders.DecimalWithNullBenchmarkData,5,presto_5685,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TimestampWithNullBenchmarkData,5,presto_5723,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TimestampWithNullBenchmarkData,5,presto_5725,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TimestampWithNullBenchmarkData,5,presto_5724,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TimestampWithNullBenchmarkData,5,presto_5726,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
"[com.facebook.presto.orc.BenchmarkStreamReaders.BooleanNoNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.BooleanWithNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntNoNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntWithNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.DecimalNoNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.DecimalWithNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.DoubleNoNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.DoubleWithNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.FloatNoNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.FloatWithNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.BigintNoNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.BigintWithNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.VarcharNoNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.VarcharWithNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.TimestampNoNullBenchmarkData, com.facebook.presto.orc.BenchmarkStreamReaders.TimestampWithNullBenchmarkData]",1,presto_5662,Extract Superclass,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TimestampNoNullBenchmarkData,5,presto_5721,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TimestampNoNullBenchmarkData,5,presto_5720,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TimestampNoNullBenchmarkData,5,presto_5719,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TimestampNoNullBenchmarkData,5,presto_5722,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.FloatWithNullBenchmarkData,5,presto_5700,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.FloatWithNullBenchmarkData,5,presto_5699,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.FloatWithNullBenchmarkData,5,presto_5702,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.FloatWithNullBenchmarkData,5,presto_5701,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.FloatNoNullBenchmarkData,5,presto_5695,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.FloatNoNullBenchmarkData,5,presto_5696,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.FloatNoNullBenchmarkData,5,presto_5698,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.FloatNoNullBenchmarkData,5,presto_5697,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BigintNoNullBenchmarkData,5,presto_5705,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BigintNoNullBenchmarkData,5,presto_5703,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BigintNoNullBenchmarkData,5,presto_5704,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BigintNoNullBenchmarkData,5,presto_5706,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntWithNullBenchmarkData,5,presto_5678,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntWithNullBenchmarkData,5,presto_5675,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntWithNullBenchmarkData,5,presto_5676,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntWithNullBenchmarkData,5,presto_5677,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BooleanNoNullBenchmarkData,5,presto_5666,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BooleanNoNullBenchmarkData,5,presto_5665,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BooleanNoNullBenchmarkData,5,presto_5663,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BooleanNoNullBenchmarkData,5,presto_5664,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DoubleWithNullBenchmarkData,5,presto_5693,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DoubleWithNullBenchmarkData,5,presto_5692,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DoubleWithNullBenchmarkData,5,presto_5691,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DoubleWithNullBenchmarkData,5,presto_5694,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DoubleNoNullBenchmarkData,5,presto_5690,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DoubleNoNullBenchmarkData,5,presto_5688,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DoubleNoNullBenchmarkData,5,presto_5689,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DoubleNoNullBenchmarkData,5,presto_5687,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DecimalNoNullBenchmarkData,5,presto_5681,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DecimalNoNullBenchmarkData,5,presto_5680,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DecimalNoNullBenchmarkData,5,presto_5682,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.DecimalNoNullBenchmarkData,5,presto_5679,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BooleanWithNullBenchmarkData,5,presto_5669,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BooleanWithNullBenchmarkData,5,presto_5670,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BooleanWithNullBenchmarkData,5,presto_5668,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BooleanWithNullBenchmarkData,5,presto_5667,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.VarcharWithNullBenchmarkData,5,presto_5715,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.VarcharWithNullBenchmarkData,5,presto_5716,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.VarcharWithNullBenchmarkData,5,presto_5717,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.VarcharWithNullBenchmarkData,5,presto_5718,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntNoNullBenchmarkData,5,presto_5672,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntNoNullBenchmarkData,5,presto_5671,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntNoNullBenchmarkData,5,presto_5673,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.TinyIntNoNullBenchmarkData,5,presto_5674,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.VarcharNoNullBenchmarkData,5,presto_5712,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.VarcharNoNullBenchmarkData,5,presto_5713,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.VarcharNoNullBenchmarkData,5,presto_5714,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.VarcharNoNullBenchmarkData,5,presto_5711,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BigintWithNullBenchmarkData,5,presto_5708,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BigintWithNullBenchmarkData,5,presto_5709,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BigintWithNullBenchmarkData,5,presto_5710,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BigintWithNullBenchmarkData,5,presto_5707,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
